recordid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
2988,212,19,0,37,2,9,20,10,10,20,20,233,1,-0.3,0,29,4,14,20,18,16,14,18,1,8,8,8,8,8,NA,7,6,2,27,Master in Public Administration,8,,,,3,3,6,New York City,"11,364","45,695.00",1,5,2,Finance,7,8,5,8,8,8,8,8,6,9,8,8,8,8,6,7,8,3,5,NA,14.29,18.37,18.37,16.33,18.37,14.29,9,6,6,9,6,6,22.5,15,15,22.5,12.5,12.5,7,9,7,8,9,NA,NA,NA,NA,NA,1,6,7,7,7,7,7,7,7,2,7,17.07,19.51,19.51,9.76,17.07,17.07,7,8,7,7,8,7,1,2,NA,NA,NA,NA,NA,NA,14.89,19.15,19.15,14.89,17.02,14.89,8,6,6,8,6,6,20.51,15.38,15.38,20.51,15.38,12.82,7,8,7,7,8,NA,NA,NA,NA,NA,0,4,1,3,NA,15.22,17.39,17.39,17.39,17.39,15.22,NA,NA,NA,NA,NA,NA,8,7,6,8,6,6,8,6,6,8,6,NA,7,8,8,7,8,NA,NA,NA,NA,NA
2992,213,20,0,39,2,9,20,8,8,19,4,217,1,0.25,0,26,2,21.28,17.02,21.28,12.77,6.38,21.28,1,7,6,7,5,6,6,6,7,2,25,International Affairs,13,,,,3,9,10,New York Area/ New Jersey,"7,410",,2,4,2,International Business,7,8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,7,NA,15.52,17.24,17.24,17.24,17.24,15.52,9,10,10,10,10,9,18.18,18.18,16.36,18.18,14.55,14.55,8,10,9,9,9,NA,NA,NA,NA,NA,1,8,8,9,8,10,8,8,7,2,NA,16.07,17.86,17.86,16.07,17.86,14.29,8,10,8,9,9,4,3,3,NA,NA,NA,NA,NA,NA,16.36,18.18,18.18,16.36,16.36,14.55,9,10,9,9,9,9,19.61,15.69,15.69,17.65,15.69,15.69,8,10,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3002,213,20,0,39,2,9,20,8,8,5,14,227,1,0.51,0,26,2,20,16,18,16,16,14,1,6,8,8,7,7,7,6,6,2,25,International Affairs,13,,,,3,9,10,New York Area/ New Jersey,"7,410",,2,4,2,International Business,7,8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,7,NA,15.52,17.24,17.24,17.24,17.24,15.52,9,10,10,10,10,9,18.18,18.18,16.36,18.18,14.55,14.55,8,10,9,9,9,NA,NA,NA,NA,NA,1,8,8,10,9,10,8,8,7,2,NA,16.07,17.86,17.86,16.07,17.86,14.29,8,10,8,9,9,4,3,3,NA,NA,NA,NA,NA,NA,16.36,18.18,18.18,16.36,16.36,14.55,9,10,9,9,9,9,19.61,15.69,15.69,17.65,15.69,15.69,8,10,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3011,214,1,1,2,2,9,20,5,5,1,3,196,1,0,0,25,4,17.65,17.65,17.65,15.69,15.69,15.69,1,5,8,7,9,8,5,6,5,1,23,Computational Biochemsistry,10,,,,2,6,8,Philadelphia,"19,046","46,792.00",1,6,2,Research Scientist,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,NA,17.02,21.28,17.02,21.28,14.89,8.51,10,7,7,8,6,3,14.58,20.83,16.67,18.75,16.67,12.5,8,10,10,9,8,NA,NA,NA,NA,NA,1,7,8,8,7,9,5,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,3,NA,NA,NA,NA,NA,NA,17.02,21.28,19.15,19.15,14.89,8.51,9,7,7,8,6,6,16.33,20.41,16.33,16.33,18.37,12.24,8,10,9,9,8,NA,NA,NA,NA,NA,1,0,0,NA,NA,16.67,20.83,16.67,20.83,14.58,10.42,NA,NA,NA,NA,NA,NA,8,10,8,10,7,5,8,10,8,10,7,NA,8,12,8,12,6,NA,NA,NA,NA,NA
3025,214,1,1,2,2,9,20,1,5,17,17,210,1,0.41,1,29,2,20,15.56,20,15.56,11.11,17.78,1,7,10,4,5,NA,6,7,7,2,23,Computational Biochemsistry,10,,,,2,6,8,Philadelphia,"19,046","46,792.00",1,6,2,Research Scientist,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,NA,17.02,21.28,17.02,21.28,14.89,8.51,10,7,7,8,6,3,14.58,20.83,16.67,18.75,16.67,12.5,8,10,10,9,8,NA,NA,NA,NA,NA,1,9,8,8,8,8,7,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,3,NA,NA,NA,NA,NA,NA,17.02,21.28,19.15,19.15,14.89,8.51,9,7,7,8,6,6,16.33,20.41,16.33,16.33,18.37,12.24,8,10,9,9,8,NA,NA,NA,NA,NA,1,0,0,NA,NA,16.67,20.83,16.67,20.83,14.58,10.42,NA,NA,NA,NA,NA,NA,8,10,8,10,7,5,8,10,8,10,7,NA,8,12,8,12,6,NA,NA,NA,NA,NA
3030,215,2,1,4,2,9,20,6,3,4,2,195,1,0.41,0,27,2,15.38,19.23,19.23,19.23,13.46,13.46,1,7,8,9,9,8,9,10,8,2,26,MBA,8,,,,4,3,1,Baltimore,"21,093","53,501.00",1,4,1,Finance,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,NA,14.89,19.15,21.28,19.15,14.89,10.64,10,9,6,10,3,8,11.63,23.26,16.28,20.93,11.63,16.28,7,8,9,9,9,NA,NA,NA,NA,NA,1,5,9,8,9,7,9,8,8,2,NA,15.56,17.78,20,20,15.56,11.11,7,9,9,8,9,6,1,2,NA,NA,NA,NA,NA,NA,17.39,15.22,19.57,19.57,15.22,13.04,10,6,5,10,4,8,12.77,17.02,19.15,19.15,14.89,17.02,7,7,9,8,9,NA,NA,NA,NA,NA,3,0,0,NA,NA,14.58,14.58,18.75,18.75,18.75,14.58,NA,NA,NA,NA,NA,NA,9,7,6,9,4,8,6,7,8,9,8,NA,7,6,9,8,9,NA,NA,NA,NA,NA
3034,215,2,1,4,2,9,20,19,3,17,6,199,1,0.49,0,30,2,17.5,17.5,20,12.5,20,12.5,1,6,6,8,6,8,5,8,8,2,26,MBA,8,,,,4,3,1,Baltimore,"21,093","53,501.00",1,4,1,Finance,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,NA,14.89,19.15,21.28,19.15,14.89,10.64,10,9,6,10,3,8,11.63,23.26,16.28,20.93,11.63,16.28,7,8,9,9,9,NA,NA,NA,NA,NA,1,5,6,6,5,6,6,5,6,2,NA,15.56,17.78,20,20,15.56,11.11,7,9,9,8,9,6,1,2,NA,NA,NA,NA,NA,NA,17.39,15.22,19.57,19.57,15.22,13.04,10,6,5,10,4,8,12.77,17.02,19.15,19.15,14.89,17.02,7,7,9,8,9,NA,NA,NA,NA,NA,3,0,0,NA,NA,14.58,14.58,18.75,18.75,18.75,14.58,NA,NA,NA,NA,NA,NA,9,7,6,9,4,8,6,7,8,9,8,NA,7,6,9,8,9,NA,NA,NA,NA,NA
3043,215,2,1,4,2,9,20,15,3,13,15,208,1,-0.11,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,10,10,10,10,10,10,10,10,1,26,MBA,8,,,,4,3,1,Baltimore,"21,093","53,501.00",1,4,1,Finance,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,NA,14.89,19.15,21.28,19.15,14.89,10.64,10,9,6,10,3,8,11.63,23.26,16.28,20.93,11.63,16.28,7,8,9,9,9,NA,NA,NA,NA,NA,1,7,7,5,7,7,5,7,1,2,NA,15.56,17.78,20,20,15.56,11.11,7,9,9,8,9,6,1,2,NA,NA,NA,NA,NA,NA,17.39,15.22,19.57,19.57,15.22,13.04,10,6,5,10,4,8,12.77,17.02,19.15,19.15,14.89,17.02,7,7,9,8,9,NA,NA,NA,NA,NA,3,0,0,NA,NA,14.58,14.58,18.75,18.75,18.75,14.58,NA,NA,NA,NA,NA,NA,9,7,6,9,4,8,6,7,8,9,8,NA,7,6,9,8,9,NA,NA,NA,NA,NA
3045,215,2,1,4,2,9,20,1,3,19,17,210,1,-0.01,0,29,2,20,15.56,20,15.56,11.11,17.78,1,7,8,8,9,9,10,6,6,2,26,MBA,8,,,,4,3,1,Baltimore,"21,093","53,501.00",1,4,1,Finance,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,NA,14.89,19.15,21.28,19.15,14.89,10.64,10,9,6,10,3,8,11.63,23.26,16.28,20.93,11.63,16.28,7,8,9,9,9,NA,NA,NA,NA,NA,1,7,8,7,7,7,7,7,6,2,NA,15.56,17.78,20,20,15.56,11.11,7,9,9,8,9,6,1,2,NA,NA,NA,NA,NA,NA,17.39,15.22,19.57,19.57,15.22,13.04,10,6,5,10,4,8,12.77,17.02,19.15,19.15,14.89,17.02,7,7,9,8,9,NA,NA,NA,NA,NA,3,0,0,NA,NA,14.58,14.58,18.75,18.75,18.75,14.58,NA,NA,NA,NA,NA,NA,9,7,6,9,4,8,6,7,8,9,8,NA,7,6,9,8,9,NA,NA,NA,NA,NA
3047,215,2,1,4,2,9,20,10,3,8,19,212,1,0.17,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,7,6,8,7,8,7,7,7,2,26,MBA,8,,,,4,3,1,Baltimore,"21,093","53,501.00",1,4,1,Finance,7,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,NA,14.89,19.15,21.28,19.15,14.89,10.64,10,9,6,10,3,8,11.63,23.26,16.28,20.93,11.63,16.28,7,8,9,9,9,NA,NA,NA,NA,NA,1,6,8,7,7,8,6,6,5,2,NA,15.56,17.78,20,20,15.56,11.11,7,9,9,8,9,6,1,2,NA,NA,NA,NA,NA,NA,17.39,15.22,19.57,19.57,15.22,13.04,10,6,5,10,4,8,12.77,17.02,19.15,19.15,14.89,17.02,7,7,9,8,9,NA,NA,NA,NA,NA,3,0,0,NA,NA,14.58,14.58,18.75,18.75,18.75,14.58,NA,NA,NA,NA,NA,NA,9,7,6,9,4,8,6,7,8,9,8,NA,7,6,9,8,9,NA,NA,NA,NA,NA
3070,217,4,1,8,2,9,20,6,10,17,2,195,1,0.01,1,27,2,15.38,19.23,19.23,19.23,13.46,13.46,1,9,6,10,7,9,6,6,7,2,26,Neurobiology,10,,,,2,8,1,Houston,"77,024","64,716.00",5,4,2,Academic Physician,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,NA,21.28,17.02,21.28,12.77,6.38,21.28,10,4,8,7,1,4,12.24,20.41,20.41,16.33,16.33,14.29,7,10,7,10,10,NA,NA,NA,NA,NA,1,6,5,9,4,6,5,7,8,1,NA,26.32,15.79,18.42,21.05,2.63,15.79,7,9,9,7,9,7,3,3,NA,NA,NA,NA,NA,NA,26.32,21.05,21.05,21.05,2.63,7.89,10,6,7,7,2,4,11.54,19.23,19.23,17.31,19.23,13.46,7,8,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3072,217,4,1,8,2,9,20,3,10,14,4,197,1,0.35,0,24,6,14,18,20,18,16,14,1,8,9,9,7,9,4,7,5,2,26,Neurobiology,10,,,,2,8,1,Houston,"77,024","64,716.00",5,4,2,Academic Physician,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,NA,21.28,17.02,21.28,12.77,6.38,21.28,10,4,8,7,1,4,12.24,20.41,20.41,16.33,16.33,14.29,7,10,7,10,10,NA,NA,NA,NA,NA,1,7,7,9,7,7,7,7,8,2,NA,26.32,15.79,18.42,21.05,2.63,15.79,7,9,9,7,9,7,3,3,NA,NA,NA,NA,NA,NA,26.32,21.05,21.05,21.05,2.63,7.89,10,6,7,7,2,4,11.54,19.23,19.23,17.31,19.23,13.46,7,8,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3074,217,4,1,8,2,9,20,19,10,10,6,199,1,0.18,1,30,2,17.5,17.5,20,12.5,20,12.5,1,9,9,9,8,9,8,6,6,2,26,Neurobiology,10,,,,2,8,1,Houston,"77,024","64,716.00",5,4,2,Academic Physician,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,NA,21.28,17.02,21.28,12.77,6.38,21.28,10,4,8,7,1,4,12.24,20.41,20.41,16.33,16.33,14.29,7,10,7,10,10,NA,NA,NA,NA,NA,1,9,6,7,5,6,7,8,8,2,NA,26.32,15.79,18.42,21.05,2.63,15.79,7,9,9,7,9,7,3,3,NA,NA,NA,NA,NA,NA,26.32,21.05,21.05,21.05,2.63,7.89,10,6,7,7,2,4,11.54,19.23,19.23,17.31,19.23,13.46,7,8,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3075,217,4,1,8,2,9,20,18,10,9,7,200,1,0.65,1,25,2,13.21,18.87,18.87,16.98,16.98,15.09,1,8,10,10,8,10,NA,8,6,2,26,Neurobiology,10,,,,2,8,1,Houston,"77,024","64,716.00",5,4,2,Academic Physician,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,NA,21.28,17.02,21.28,12.77,6.38,21.28,10,4,8,7,1,4,12.24,20.41,20.41,16.33,16.33,14.29,7,10,7,10,10,NA,NA,NA,NA,NA,1,7,7,7,5,7,5,7,7,2,NA,26.32,15.79,18.42,21.05,2.63,15.79,7,9,9,7,9,7,3,3,NA,NA,NA,NA,NA,NA,26.32,21.05,21.05,21.05,2.63,7.89,10,6,7,7,2,4,11.54,19.23,19.23,17.31,19.23,13.46,7,8,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3077,217,4,1,8,2,9,20,12,10,3,9,202,1,0.08,1,22,2,15.38,19.23,19.23,19.23,15.38,11.54,1,9,8,9,8,10,7,8,6,2,26,Neurobiology,10,,,,2,8,1,Houston,"77,024","64,716.00",5,4,2,Academic Physician,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,NA,21.28,17.02,21.28,12.77,6.38,21.28,10,4,8,7,1,4,12.24,20.41,20.41,16.33,16.33,14.29,7,10,7,10,10,NA,NA,NA,NA,NA,1,5,7,9,6,8,7,6,7,2,NA,26.32,15.79,18.42,21.05,2.63,15.79,7,9,9,7,9,7,3,3,NA,NA,NA,NA,NA,NA,26.32,21.05,21.05,21.05,2.63,7.89,10,6,7,7,2,4,11.54,19.23,19.23,17.31,19.23,13.46,7,8,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3083,217,4,1,8,2,9,20,15,10,6,15,208,1,0.48,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,6,8,8,8,8,8,7,5,2,26,Neurobiology,10,,,,2,8,1,Houston,"77,024","64,716.00",5,4,2,Academic Physician,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,NA,21.28,17.02,21.28,12.77,6.38,21.28,10,4,8,7,1,4,12.24,20.41,20.41,16.33,16.33,14.29,7,10,7,10,10,NA,NA,NA,NA,NA,1,7,8,8,9,8,7,8,8,2,NA,26.32,15.79,18.42,21.05,2.63,15.79,7,9,9,7,9,7,3,3,NA,NA,NA,NA,NA,NA,26.32,21.05,21.05,21.05,2.63,7.89,10,6,7,7,2,4,11.54,19.23,19.23,17.31,19.23,13.46,7,8,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3087,217,4,1,8,2,9,20,10,10,1,19,212,1,0.11,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,7,10,10,7,10,5,8,7,2,26,Neurobiology,10,,,,2,8,1,Houston,"77,024","64,716.00",5,4,2,Academic Physician,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,NA,21.28,17.02,21.28,12.77,6.38,21.28,10,4,8,7,1,4,12.24,20.41,20.41,16.33,16.33,14.29,7,10,7,10,10,NA,NA,NA,NA,NA,1,6,10,8,8,6,6,8,8,2,NA,26.32,15.79,18.42,21.05,2.63,15.79,7,9,9,7,9,7,3,3,NA,NA,NA,NA,NA,NA,26.32,21.05,21.05,21.05,2.63,7.89,10,6,7,7,2,4,11.54,19.23,19.23,17.31,19.23,13.46,7,8,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3088,217,4,1,8,2,9,20,8,10,19,20,213,1,0.25,0,25,3,15.52,17.24,17.24,17.24,17.24,15.52,1,8,8,9,8,10,8,8,7,2,26,Neurobiology,10,,,,2,8,1,Houston,"77,024","64,716.00",5,4,2,Academic Physician,2,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,NA,21.28,17.02,21.28,12.77,6.38,21.28,10,4,8,7,1,4,12.24,20.41,20.41,16.33,16.33,14.29,7,10,7,10,10,NA,NA,NA,NA,NA,1,7,6,7,5,6,6,6,7,2,NA,26.32,15.79,18.42,21.05,2.63,15.79,7,9,9,7,9,7,3,3,NA,NA,NA,NA,NA,NA,26.32,21.05,21.05,21.05,2.63,7.89,10,6,7,7,2,4,11.54,19.23,19.23,17.31,19.23,13.46,7,8,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3101,218,5,1,10,2,9,20,16,19,18,13,206,1,0.32,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,7,7,7,7,7,7,6,7,2,24,Physics,10,,,,2,9,5,Russia/Germany,"80,798",,1,4,2,Researcher,2,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,NA,20.51,5.13,23.08,12.82,17.95,20.51,10,5,2,4,2,4,17.39,19.57,15.22,19.57,15.22,13.04,7,6,3,10,10,NA,NA,NA,NA,NA,1,5,7,8,5,6,5,5,5,2,NA,16.67,4.76,23.81,11.9,23.81,19.05,7,5,10,3,10,4,3,2,NA,NA,NA,NA,NA,NA,20,5,22.5,12.5,20,20,10,5,4,6,4,4,17.95,17.95,17.95,20.51,12.82,12.82,7,4,10,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3111,219,6,1,12,2,9,20,5,2,4,3,196,1,0.2,0,25,4,17.65,17.65,17.65,15.69,15.69,15.69,1,6,7,7,7,7,8,7,8,1,26,Business,8,,,,2,1,1,Spain,"8,025",,1,3,2,Business,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,NA,16.28,16.28,18.6,16.28,16.28,16.28,8,5,8,9,6,8,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6,NA,NA,NA,NA,NA,1,8,7,7,5,5,7,7,5,2,NA,19.51,12.2,17.07,19.51,14.63,17.07,7,8,8,7,7,7,1,3,NA,NA,NA,NA,NA,NA,19.51,12.2,17.07,19.51,14.63,17.07,8,6,6,8,6,6,18.42,13.16,15.79,21.05,15.79,15.79,7,8,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3114,219,6,1,12,2,9,20,19,2,18,6,199,1,0.6,1,30,2,17.5,17.5,20,12.5,20,12.5,1,9,10,10,10,9,10,9,9,2,26,Business,8,,,,2,1,1,Spain,"8,025",,1,3,2,Business,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,NA,16.28,16.28,18.6,16.28,16.28,16.28,8,5,8,9,6,8,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6,NA,NA,NA,NA,NA,1,6,6,6,6,5,5,6,5,2,NA,19.51,12.2,17.07,19.51,14.63,17.07,7,8,8,7,7,7,1,3,NA,NA,NA,NA,NA,NA,19.51,12.2,17.07,19.51,14.63,17.07,8,6,6,8,6,6,18.42,13.16,15.79,21.05,15.79,15.79,7,8,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3122,219,6,1,12,2,9,20,4,2,3,14,207,1,0.1,1,23,2,17.31,13.46,17.31,19.23,19.23,13.46,1,9,9,9,10,9,8,9,9,2,26,Business,8,,,,2,1,1,Spain,"8,025",,1,3,2,Business,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,NA,16.28,16.28,18.6,16.28,16.28,16.28,8,5,8,9,6,8,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6,NA,NA,NA,NA,NA,1,8,6,8,9,5,8,8,5,NA,NA,19.51,12.2,17.07,19.51,14.63,17.07,7,8,8,7,7,7,1,3,NA,NA,NA,NA,NA,NA,19.51,12.2,17.07,19.51,14.63,17.07,8,6,6,8,6,6,18.42,13.16,15.79,21.05,15.79,15.79,7,8,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3123,219,6,1,12,2,9,20,15,2,14,15,208,1,0.58,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,8,9,9,9,9,9,9,5,2,26,Business,8,,,,2,1,1,Spain,"8,025",,1,3,2,Business,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,NA,16.28,16.28,18.6,16.28,16.28,16.28,8,5,8,9,6,8,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6,NA,NA,NA,NA,NA,1,7,7,7,7,6,7,7,6,NA,NA,19.51,12.2,17.07,19.51,14.63,17.07,7,8,8,7,7,7,1,3,NA,NA,NA,NA,NA,NA,19.51,12.2,17.07,19.51,14.63,17.07,8,6,6,8,6,6,18.42,13.16,15.79,21.05,15.79,15.79,7,8,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3126,219,6,1,12,2,9,20,7,2,6,18,211,1,0.09,1,28,2,16.36,16.36,18.18,18.18,16.36,14.55,1,6,10,9,10,7,7,8,8,1,26,Business,8,,,,2,1,1,Spain,"8,025",,1,3,2,Business,7,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,NA,16.28,16.28,18.6,16.28,16.28,16.28,8,5,8,9,6,8,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6,NA,NA,NA,NA,NA,1,6,5,7,7,5,5,6,5,1,NA,19.51,12.2,17.07,19.51,14.63,17.07,7,8,8,7,7,7,1,3,NA,NA,NA,NA,NA,NA,19.51,12.2,17.07,19.51,14.63,17.07,8,6,6,8,6,6,18.42,13.16,15.79,21.05,15.79,15.79,7,8,9,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
