"","recordid","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"3355",4042,274,2,1,4,2,11,21,3,3,18,10,261,0,0.39,0,26,4,15,20,20,20,15,10,0,5,6,7,6,6,6,7,5,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,3,0,6,5,4,5,6,5,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3356",4043,274,2,1,4,2,11,21,17,17,11,11,262,0,0.09,0,29,2,10,40,20,20,0,10,0,7,7,8,7,8,4,7,2,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,4,6,7,6,2,5,5,7,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3357",4046,274,2,1,4,2,11,21,19,19,13,14,265,0,0.52,0,32,2,15,5,45,10,15,10,0,5,6,6,4,4,3,5,1,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,4,3,2,0,4,2,2,4,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3358",4047,274,2,1,4,2,11,21,10,10,4,15,266,0,0.03,0,28,2,25,20,20,25,0,10,0,4,4,6,4,4,1,2,6,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,1,8,9,8,8,7,9,8,8,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3359",4048,274,2,1,4,2,11,21,21,21,15,16,267,0,0.1,0,26,4,20,30,10,15,10,15,0,4,6,5,5,5,4,5,6,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,3,2,3,2,4,2,4,5,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3360",4051,274,2,1,4,2,11,21,2,2,17,19,270,0,0.13,0,23,4,16,16,19,17,14,18,0,4,5,5,5,5,4,5,4,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,4,6,7,4,5,4,5,4,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3361",4052,274,2,1,4,2,11,21,16,16,10,20,271,0,0.29,0,23,2,10,15,40,15,10,10,0,5,4,4,5,5,6,6,5,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,0,6,0,4,6,5,7,6,4,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3362",4053,274,2,1,4,2,11,21,6,6,21,21,272,0,0.6,0,25,2,25,20,25,25,5,0,0,4,6,7,8,9,8,7,7,2,24,"Sociology",3,"UC Berkeley","1,309.00","15,162.00",3,3,3,"Mexico","","",3,4,2,"academia",2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,NA,30,10,20,20,10,10,40,5,10,30,10,5,10,10,25,25,25,5,7,7,10,9,9,7,8,9,9,8,1,8,7,8,7,8,7,8,7,0,4,30,0,30,20,10,10,8,8,10,10,9,8,1,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,40,10,10,30,0,10,10,10,30,20,20,10,7,7,9,9,8,7,7,8,9,7,4,2,1,4,2,30,10,20,15,10,15,30,15,15,20,0,20,20,15,20,20,10,15,15,10,20,20,20,15,9,9,9,9,9,8,8,8,9,8
"3363",4054,275,3,1,6,2,11,21,18,18,4,1,252,0,0.38,0,28,3,0,25,25,25,25,0,0,7,6,9,4,9,3,2,4,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,7,8,8,6,6,7,7,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3364",4055,275,3,1,6,2,11,21,4,4,11,2,253,0,0.29,0,33,4,25,30,10,10,5,20,0,6,7,7,5,6,5,6,5,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,6,6,7,5,6,7,6,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365",4056,275,3,1,6,2,11,21,12,12,19,3,254,0,0.34,1,22,2,25,7,25,25,8,10,0,8,7,6,5,4,3,4,4,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,5,5,6,6,5,6,5,6,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3366",4057,275,3,1,6,2,11,21,13,13,20,4,255,0,0.3,0,26,4,16.67,16.67,16.67,16.67,16.67,16.67,0,6,6,7,6,7,6,6,6,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,5,5,6,5,5,5,5,5,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3367",4058,275,3,1,6,2,11,21,7,7,14,5,256,0,0.05,0,24,4,15,25,20,20,10,10,0,6,6,7,4,6,5,6,5,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,6,5,7,6,5,6,6,6,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368",4059,275,3,1,6,2,11,21,11,11,18,6,257,0,0.56,1,24,2,22,14,30,10,14,10,0,5,5,6,6,6,6,4,3,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,6,6,7,5,6,7,6,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369",4060,275,3,1,6,2,11,21,5,5,12,7,258,0,0.36,0,25,6,7,35,20,20,5,13,0,6,8,7,5,4,2,5,6,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,7,6,6,5,6,7,8,6,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370",4061,275,3,1,6,2,11,21,1,1,8,8,259,0,0.58,1,25,2,15,18,19,19,17,12,0,7,8,8,5,8,4,5,4,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3371",4062,275,3,1,6,2,11,21,8,8,15,9,260,0,0.43,0,27,4,19,20,19,14,13,15,0,6,8,7,6,7,6,7,5,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,5,6,8,5,7,8,7,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372",4064,275,3,1,6,2,11,21,17,17,3,11,262,0,0.2,1,29,2,10,40,20,20,0,10,0,6,8,8,5,8,5,5,4,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,4,7,8,5,8,7,5,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3373",4065,275,3,1,6,2,11,21,14,14,21,12,263,0,0.23,0,26,1,20,20,20,10,20,10,0,5,10,9,7,7,7,8,1,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,6,6,7,5,7,7,7,6,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3374",4066,275,3,1,6,2,11,21,15,15,1,13,264,0,0.4,1,26,2,15,15,25,20,5,20,0,5,6,7,5,8,5,5,6,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,5,8,7,7,5,6,5,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3375",4067,275,3,1,6,2,11,21,19,19,5,14,265,0,0.24,1,32,2,15,5,45,10,15,10,0,8,6,10,5,6,8,6,1,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,6,6,7,4,5,7,6,5,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3376",4068,275,3,1,6,2,11,21,10,10,17,15,266,0,0.32,1,28,2,25,20,20,25,0,10,0,5,0,5,3,7,NA,2,2,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,6,6,8,6,6,8,7,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3377",4069,275,3,1,6,2,11,21,21,21,7,16,267,0,-0.48,0,26,4,20,30,10,15,10,15,0,6,5,7,4,7,4,5,6,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,5,6,7,5,6,5,5,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3378",4070,275,3,1,6,2,11,21,9,9,16,17,268,0,0.27,0,24,3,30,20,20,10,15,5,0,8,7,7,6,NA,NA,7,5,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,9,7,8,7,8,6,9,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3379",4071,275,3,1,6,2,11,21,20,20,6,18,269,0,0.64,1,24,2,20,10,30,15,15,10,0,6,7,8,4,10,4,4,4,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,8,6,7,5,7,8,8,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380",4072,275,3,1,6,2,11,21,2,2,9,19,270,0,0.61,0,23,4,16,16,19,17,14,18,0,5,8,7,5,6,4,5,5,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,7,6,8,6,7,8,8,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381",4073,275,3,1,6,2,11,21,16,16,2,20,271,0,0.43,1,23,2,10,15,40,15,10,10,0,6,4,5,5,4,4,5,5,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,7,5,6,6,6,5,6,6,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3382",4074,275,3,1,6,2,11,21,6,6,13,21,272,0,0.29,1,25,2,25,20,25,25,5,0,0,7,6,8,7,7,6,7,7,2,21,"Operations Research",5,"Novosibirsk State University","","",2,1,1,"Siberia","630,090","",2,4,3,"Investment Banking",7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,NA,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,7,4,6,6,7,7,7,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,NA,NA,NA,NA,NA,NA,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
